question_id,image_path,question,choices,correct_answer,predicted_answer,raw_confidence,is_correct
56,images/56_img1.jpg,"There are multiple reasons for racial and ethnic mental health treatment disparities in the United States. These differences have implications for mental health care. The following bar graph illustrates some of these disparities. <image 1> George, an African American, was raised in surroundings of the lowest socioeconomic status (SES). By working very hard in school, he earned an associate's degree in accounting. He began to take cocaine to keep up with his studies, and just before graduation began using heroin as well. He now experiences withdrawal without the drug and spends most of his time in efforts to obtain the drug. His student loans are coming due, but he has not been able to find a job because of his addiction. Based on the graph, what is the best explanation for why George is likely to continue to have an addiction problem and to remain in the lower SES?","['social control theory', 'culture of poverty theory', 'social mobility', 'social stratification theory', 'human capital', 'structural functionalism', 'cognitive dissonance theory', 'theory of social reproduction', 'intersectionality theory', 'social reinforcement theory']",social reinforcement theory,Social control theory,0.3861720263957977,0
57,images/57_img1.jpg,<image 1> shows an optimized NFA. Is it optimal?,"['not sure', 'no', 'yes']",no,Yes,0.6509891748428345,0
58,images/58_img1.jpg,The following film shows an example of what? <image 1>,"['Splashes of developer on the film prior to processing', 'Scratches on the film prior to processing', 'Dust particles on the film during processing', 'Splashes of rinse on the film prior to processing', 'Residue from the film after processing', 'Splashes of fixer on the film prior to processing', 'Overexposure of the film during processing', 'Splashes of water on the film prior to processing', 'Light leaks on the film during processing', 'Air bubbles on the film during processing']",Splashes of fixer on the film prior to processing,Splashes of developer on the film prior to processing,0.3097304105758667,0
59,images/59_img1.jpg,Which of the following is the lowest level at which BINAURAL input to the same neuron occurs? <image 1> ,"['Organ of Corti', 'Auditory Nerve', 'Superior Olivary Nuclei.', 'Lateral Lemniscus', 'Cochlear Nuclei.', 'Hair Cells.', 'Medial Geniculate Body', 'Primary Auditory Cortex', 'Spiral Ganglion Cells.', 'Inferior Colliculus']",Superior Olivary Nuclei.,Cochlear Nuclei.,0.2481811791658401,0
60,images/60_img1.jpg,"In the following graph, discovery time stamps and finishing time stamps of Depth First Search (DFS) are shown as x/y, where x is discovery time stamp and y is finishing time stamp. <image 1> shows which of the following depth first forests?","['{a, b, c, d, e} {f, g, h}', '{a, b, e} {f, g} {c, d} {h}', '{a, b, e, h} {c, d, f, g}', '{a, b, e} {c, d, h} {f, g}', '{a, b, c, d, e, f, g, h}', '{a, b, e} {c, d, f, g, h}', '{a, b, e} {f, g} {c, d} {h}', '{a, b, e, f, g} {c, d, h}', '{a, b, c, e} {d, f, g, h}']","{a, b, e} {c, d, f, g, h}","{a, b, c, d, e}",0.1901505291461944,0
61,images/61_img1.jpg,Determine the area of the traverse of Problem 12.21 in acres using the coordinate method.<image 1>,"['2.08 acres', '2.09 acres', '2.03 acres', '1.95 acres', '2.25 acres', '2.07 acres', '2.17 acres', '2.12 acres', '1.98 acres', '2.18 acres']",2.07 acres,2.08 acres,0.682366132736206,0
62,images/62_img1.jpg,"The manufacture of compound F requires five separate chemical reactions. The initial reactant, compound A, is converted to compound B, compound B is converted to compound C, and so on. The diagram below summarizes the steps in the manufacture of compound F, including the percent yield for each step. Provide the missing quantities or missing percent yields.Assume that the reactant and product in each step react in a one-to-one mole ratio. <image 1>","['50.0%,0.40 mol,0.05 mol,20.0%', '80.0%,0.50 mol,0.05 mol,20.0%', '40.0%,0.50 mol,0.05 mol,20.0%', '90.0%,0.50 mol,0.05 mol,20.0%', '50.0%,0.60 mol,0.05 mol,20.0%', '20.0%,0.50 mol,0.05 mol,20.0%', '60.0%,0.50 mol,0.05 mol,20.0%', '30.0%,0.50 mol,0.05 mol,20.0%', '70.0%,0.50 mol,0.05 mol,20.0%', '50.0%,0.50 mol,0.05 mol,20.0%']","50.0%,0.50 mol,0.05 mol,20.0%",0.05 mol,0.3223767876625061,0
63,images/63_img1.jpg,<image 1> The architect's philosophy of building is expressed by the idea that,"['the integration of technology into design is essential', 'architecture should be minimalist in nature', 'buildings should be designed with the surrounding environment in mind', 'a house is a machine for living', 'construction should be environmentally friendly', 'less is more', 'all buildings should be sustainable', 'the aesthetics of the building are secondary to its practicality', 'only the use of natural material would be permitted', 'structures should primarily serve functional purposes']",a house is a machine for living,Less is more,0.4876870810985565,0
64,images/64_img1.jpg,"Ammonia reacts with oxygen to yield nitrogen and water,<image 1>,Given this chemical equation, as well as the number of moles of the reactant or product indicated below, determine the number of moles of all remaining reactants and products:. 3.0 mol O2","['6.0 mol of NH3, 2.0 mol of N2, 7.0 mol of H2O', '4.0 mol of NH3,2.0 mol of N2,6.0 mol of H2O', '4.0 mol of NH3,1.0 mol of N2,6.0 mol of H2O', '4.0 mol of NH3, 1.0 mol of N2, 5.0 mol of H2O', '4.0 mol of NH3, 3.0 mol of N2, 8.0 mol of H2O', '2.0 mol of NH3, 1.0 mol of N2, 4.0 mol of H2O', '5.0 mol of NH3, 2.0 mol of N2, 7.0 mol of H2O', '3.0 mol of NH3, 2.0 mol of N2, 5.0 mol of H2O', '4.0 mol of NH3,3.0 mol of N2,6.0 mol of H2O']","4.0 mol of NH3,2.0 mol of N2,6.0 mol of H2O",3.0 mol of NH3,0.2628649175167084,0
65,images/65_img1.jpg,Which structure allows <image 1> to move?,"['Cilia', 'Microtubules', 'Flagella', 'Microfilaments', 'Vesicles', 'Cytoplasm', 'Centrioles', 'Nucleus', 'Pseudopods', 'None of the above']",Cilia,Flagella,0.9185761213302612,0
66,images/66_img1.jpg,"After inserting 7 into the 2-3 tree given in the figure, how many of the following statements are TRUE?
(S1) The root still contains 9 only;
(S2) the tree grows higher;  
(S3) 4 and 9 are in the same nonleaf node;
(S4) the interior node containing 12 keeps unchanged.
<image 1>","['3', '4', '0', '1', '2']",2,3,0.3648444414138794,0
67,images/67_img1.jpg,"The pump-turbine system in Fig. P3.135 draws water from the upper reservoir in the daytime to produce power for a city. At night, it pumps water from lower to upper reservoirs to restore the situation. For a design flow rate of 15,000 gal/min in either direction, the friction head loss is 17 ft. Estimate the power in kW extracted by the turbine. <image 1>","['500 hp', '334 hp', '320 hp', '540 hp', '450 hp', '290 hp', '375 hp', '287 hp', '410 hp']",410 hp,320,0.3479539155960083,0
68,images/68_img1.jpg,To what cortical region does this nucleus of the thalamus project? <image 1> ,"['Postcentral gyrus.', 'Prefrontal cortex.', 'Occipital lobe.', 'Cingulate gyrus.', 'Precentral gyrus.', 'Insular cortex.', 'Transverse temporal lobe.', 'Frontal lobe.', 'Parietal lobe.', 'Temporal lobe.']",Postcentral gyrus.,Postcentral gyrus.,0.1755493283271789,1
69,images/69_img1.jpg,"A two-dimensional sheet of water, 10 cm thick and moving at 7 m/s, strikes a fixed wall inclined at 20° with respect to the jet direction. Assuming frictionless flow, find the widths of the sheet deflected upstream. <image 1>","['2.5 cm', '3 cm', '4.3 cm', '6.8 cm', '6.2 cm', '9.4 cm', '7.5 cm', '5.6 cm', '8.1 cm']",3 cm,2.5 cm,0.208078533411026,0
70,images/70_img1.jpg,Where is the myelin sheath in <image 1>?,"['B', 'D', 'E', 'A', 'C']",E,B,0.3622499406337738,0
72,images/72_img1.jpg,"The concrete column is reinforced using four steel reinforcing rods, each having a diameter of 18 mm. Determine the stress in the steel if the column is subjected to an axial load of 800 kN. E_c = 25 GPa.<image 1>","['8.24 MPa', '9.24 MPa', '6.5 MPa', '6.89 MPa', '7.8 MPa', '7.35 MPa', '65.24 MPa', '65.9 MPa', '10.54 MPa', '8.9 MPa']",8.24 MPa,8.24 MPa,0.2661771774291992,1
73,images/73_img1.jpg,Find the natural frequency of the pendulum shown in <image 1> when the mass of the connecting bar is not negligible compared to the mass of the pendulum bob,"['$w_{n}=\\sqrt{\\frac{(\\frac{m}{3}+M)g}{(\\frac{m}{2}+M)l}}$', '$w_{n}=\\sqrt{\\frac{(\\frac{m}{3}+M)g}{(\\frac{m}{5}+M)l}}$', '$w_{n}=\\sqrt{\\frac{(\\frac{m}{4}+M)g}{(\\frac{m}{3}+M)l}}$', '$w_{n}=\\sqrt{\\frac{(\\frac{m}{3}+M)g}{(\\frac{m}{3}+M)l}}$', '$w_{n}=\\sqrt{\\frac{(\\frac{m}{2}+M)g}{(\\frac{m}{3}+M)l}}$', '$w_{n}=\\sqrt{\\frac{(\\frac{m}{2}+M)g}{(\\frac{m}{2}+M)l}}$', '$w_{n}=\\sqrt{\\frac{(\\frac{m}{2}+M)g}{(\\frac{m}{4}+M)l}}$', '$w_{n}=\\sqrt{\\frac{(\\frac{m}{4}+M)g}{(\\frac{m}{4}+M)l}}$', '$w_{n}=\\sqrt{\\frac{(\\frac{m}{5}+M)g}{(\\frac{m}{3}+M)l}}$']",$w_{n}=\sqrt{\frac{(\frac{m}{2}+M)g}{(\frac{m}{3}+M)l}}$,$w_{n}=\sqrt{\frac{(\frac{m}{3}+M)g}{,0.6971696019172668,0
74,images/74_img1.jpg,What is this structure? <image 1>,"['Alzheimer s type II astrocyte', 'Neuritic plaques', 'Microglial nodules', 'Eosinophilic granular body', 'Bergman gliosis', 'Eosinophilic granular body', 'Neurofibrillary tangles', 'Rosenthal fibers', 'Corpora amylacea', 'Senile plaques']",Corpora amylacea,Eosinophilic granular body,0.3971214294433594,0
75,images/75_img1.jpg,Identify the biome shown in <image 1>,"['desert', 'taiga', 'rain forest', 'wetland', 'chaparral', 'temperate forest', 'grassland', 'savanna', 'tundra', 'deciduous forest']",tundra,Tundra,0.911819875240326,1
77,images/77_img1.jpg,"<image 1> Car manufacturers are interested in whether there is a relationship between the size of car an individual drives and the number of people in the driver's family (that is, whether car size and family size are independent). To test this, suppose that 800 car owners were randomly surveyed with the results in Table 11.39. df=______","['11', '6', '9', '10', '4', '12', '5', '7', '8', '3']",9,11,0.4598158001899719,0
78,images/78_img1.jpg,<image 1> is called?,"['Floral Still LIfe', 'The Musicians', 'The Scream', 'The Night Watch', 'Las Meninas', ""The Liver is the Cock's Comb"", 'The Starry Night', 'The Girl with a Pearl Earring', 'The Last Supper', 'Mona Lisa']",Las Meninas,Las Meninas,0.6610824465751648,1
79,images/79_img1.jpg,"Refer to the figure <image 1>, which term refers to words or phrases in a sentence that help the reader understand the meaning of an unknown word?","['Text Evidence', 'Pronoun Reference', 'Context Clue', 'Connotation', 'Semantics', 'Denotation', 'Syntax', 'Lexical Reference', 'Message', 'Inference']",Context Clue,Context Clue,0.7195265889167786,1
80,images/80_img1.jpg,The showroom was designed by who?<image 1>,"['I. M. Pei', 'Antoni Gaudi', 'Renzo Piano', 'Hugh Casson', 'Ludwig Mies van der Rohe', 'Frank Gehry', 'Zaha Hadid', 'Le Corbusier', 'Santiago Calatrava', 'Norman Foster']",Hugh Casson,Hugh Casson,0.1616149097681045,1
81,images/81_img1.jpg,You are asked to compare two options with parameters as given. The risk-free interest rate should be assumed to be 6%. Assume the stocks on which these options are written pay no dividends. <image 1> Which call option is written on the stock with the higher volatility?,"['A', 'B', 'Not enough information']",B,B,0.5413498282432556,1
82,images/82_img1.jpg,What is represented in the diagram <image 1> ?,"['Internal Coiled Vessel', 'Condenser Unit', 'Double Pipe Heat Exchanger', 'Half coil Vessel', 'Cooling Tower', 'Jacketed Vessel', 'Evaporative Cooler', 'Shell and Tube Heat Exchanger', 'Tubular Heat Exchanger', 'Plate Heat Exchanger']",Jacketed Vessel,Internal Coiled Vessel,0.40712571144104,0
83,images/83_img1.jpg,"Load is applied to the three-hinged  trussed arch in Figure P12.40 through the upper  chord panel points by a floor beam and stringer  floor system.  Assuming that  the dead load of the arch and floor system can  be represented by a uniform load of 4.8 kip/ft,  determine the forces in bar CM produced by the dead load.<image 1>","['115.1 kipsCompression', '114.1 kipsCompression', '117.1 kipsCompression', '112.1 kipsCompression', '118.1 kipsCompression', '110.1 kipsCompression', '116.1 kipsCompression', '120.1 kipsCompression', '113.1 kipsCompression']",115.1 kipsCompression,115.1 kips,0.9713366627693176,0
84,images/84_img1.jpg,The sculpture (<image 1>) shown can be attributed to the same culture that produced the .,"['Moai from Easter Island', 'sculpture of Apollo from the Etruscan temple at Veii', 'statue of David by Michelangelo from Florence', 'Discobolus of Myron from Athens', 'votive figures from the Sumerian Square Temple at Eshnunna', 'Terracotta Army from the tomb of Emperor Qin Shi Huang', 'seated scribe from the Egyptian tomb at Saqqara', 'statue of Zeus from Olympia', 'the mask of Tutankhamun from his tomb in the Valley of the Kings', 'Peplos Kore from the Acropolis in Athens']",votive figures from the Sumerian Square Temple at Eshnunna,Discobolus of Myron from Athens,0.3687310516834259,0
85,images/85_img1.jpg,"In order to study the relationship between drinking alcohol and hypertension, a case-control study was conducted in 1992 by the Epidemiology Department of Shandong Medical University on the basis of community-based population screening, in which 154 new cases of hypertension were randomly selected as a case group and 583 normal people as a control group. The past alcohol consumption of the study subjects was investigated, along with variables such as age, sex, and body mass index (BMI>24 as overweight). Considering that body mass index may be a potential confounder when analysing the relationship between drinking alcohol and hypertension, it needs to be analysed and judged. The following table shows the relationship between drinking alcohol and hypertension after stratification by overweight.<image 1> The OR of not overweight group is","['2.067', '1.842', '1.698', '1.805', '2.108', '1.873', '2.013', '1.934', '1.975', '1.762']",1.873,1.842,0.5745269060134888,0
87,images/87_img1.jpg,The 3000-lb (loaded weight) car shown in Figure is traveling at 60 mph and at this speed the aerodynamic drag is 16 hp. The center of gravity (CG) and the center of aerodynamic pressure (CP) are located as shown.Determine the ground reaction forces on the front and rear wheels.<image 1>,"['1420 lb', '1495 lb', '1525 lb', '1675 lb', '1570 lb', '1600 lb', '1550 lb', '1322 lb', '1450 lb', '1380 lb']",1525 lb,1420 lb,0.9522921442985536,0
88,images/88_img1.jpg,"Assuming the following account balance changes for the period, what is the missing value? <image 1>","['$100,000', '$40,000', '$50,000', '$20,000', '$70,000', '$60,000', '$30,000', '$80,000', '$10,000', '$90,000']","$30,000","$100,000",0.8913610577583313,0
90,images/90_img1.jpg,"Find the equivalent torsional spring constant of the system shown in <image 1>. Assume that k1, k2, k3, and k4 are torsional and k5 and k6 are linear spring constants.","['$k_{et}=(\\frac{k_{1}k_{2}k_{3}}{k_{2}k_{3}+k_{1}k_{3}+k_{1}k_{2}})+k_{4}+k_{5}+k_{6}+R^2$', '$k_{et}=(\\frac{k_{1}k_{2}k_{3}}{k_{2}k_{3}+k_{1}k_{3}+k_{1}k_{2}})+k_{6}+R^2{(k_{4}+k_{5})}$', '$k_{et}=(\\frac{k_{1}k_{2}k_{3}}{k_{2}k_{3}+k_{1}k_{3}+k_{1}k_{2}})+k_{4}+k_{5}+R^2{(k_{6})}$', '$k_{et}=(\\frac{k_{1}k_{2}k_{3}}{k_{2}k_{3}+k_{1}k_{3}+k_{1}k_{2}})+k_{4}+R^2{(k_{5}+k_{6})}$', '$k_{et}=(\\frac{k_{1}k_{2}k_{3}}{k_{2}k_{3}+k_{1}k_{3}+k_{1}k_{2}})+k_{5}+k_{6}+R^2{(k_{4})}$', '$k_{et}=(\\frac{k_{1}k_{2}k_{3}}{k_{2}k_{3}+k_{1}k_{3}+k_{1}k_{2}})+R^2{(k_{4}+k_{5}+k_{6})}$', '$k_{et}=(\\frac{k_{1}k_{2}k_{3}}{k_{2}k_{3}+k_{1}k_{3}+k_{1}k_{2}})+k_{5}+R^2{(k_{4}+k_{6})}$']",$k_{et}=(\frac{k_{1}k_{2}k_{3}}{k_{2}k_{3}+k_{1}k_{3}+k_{1}k_{2}})+k_{4}+R^2{(k_{5}+k_{6})}$,$k_{et}=(\frac{k_{1}k_{2}k_{3}}{,0.5809213519096375,0
